S No,College_Code,College_Name,College_Type,Region,District,Place,COED,Affliate_Univ,ESTD,Branch,OC_BOYS,OC_GIRLS,SC_BOYS,SC_GIRLS,ST_BOYS,ST_GIRLS,BC_A_BOYS,BC_A_GIRLS,BC_B_BOYS,BC_B_GIRLS,BC_C_BOYS,BC_C_GIRLS,BC_D_BOYS,BC_D_GIRLS,BC_E_BOYS,BC_E_GIRLS,OC_EWS_BOYS,OC_EWS_GIRLS,FEE
400,GDLV,"SESHADRI RAO GUDLAVALLERU
ENGINEERING COLLEGE",PVT,AU,KRI,GUDLAVALLERU,COED,JNTUK,1998,CSM,26728,30855,73295,119333,145285,145285,49307,49307,44509,44509,26728,30855,43060,71376,41905,68581,21079,24202,65000
401,GDLV,"SESHADRI RAO GUDLAVALLERU
ENGINEERING COLLEGE",PVT,AU,KRI,GUDLAVALLERU,COED,JNTUK,1998,ECE,37747,37747,99789,106755,171811,171811,61523,62148,61039,61039,58814,58814,49326,49326,70233,107588,45747,55325,65000
402,GDLV,"SESHADRI RAO GUDLAVALLERU
ENGINEERING COLLEGE",PVT,AU,KRI,GUDLAVALLERU,COED,JNTUK,1998,EEE,128182,128384,162354,162354,170557,170557,150278,157287,150364,150364,128182,128384,128182,129117,128182,128384,93495,142803,65000
403,GDLV,"SESHADRI RAO GUDLAVALLERU
ENGINEERING COLLEGE",PVT,AU,KRI,GUDLAVALLERU,COED,JNTUK,1998,INF,30584,30584,169428,169428,112906,148371,50405,67650,44494,65312,56054,56054,46614,60587,52851,52851,26216,32450,65000
404,GDLV,"SESHADRI RAO GUDLAVALLERU
ENGINEERING COLLEGE",PVT,AU,KRI,GUDLAVALLERU,COED,JNTUK,1998,IOT,46276,46276,134219,137125,141687,150202,68741,79526,72264,75049,46276,54920,58767,63193,102323,102323,48208,49672,65000
405,GDLV,"SESHADRI RAO GUDLAVALLERU
ENGINEERING COLLEGE",PVT,AU,KRI,GUDLAVALLERU,COED,JNTUK,1998,MEC,145606,145606,173265,173265,145606,145606,145606,145606,164868,164868,145606,145606,164700,164700,145606,145606,143146,151394,65000
406,KRUESF,"KRISHNA UNIVERSITY COLLEGE OF
ENGG AND TECHNOLOGY-SLEF FINAN",SF,AU,KRI,"MACHILIPATNA
M",COED,KSUM,2017,CSE,55653,108763,129892,171394,149703,169889,166400,166400,148581,156363,129988,129988,132733,159793,154215,154215,103027,154202,35000
407,KRUESF,"KRISHNA UNIVERSITY COLLEGE OF
ENGG AND TECHNOLOGY-SLEF FINAN",SF,AU,KRI,"MACHILIPATNA
M",COED,KSUM,2017,ECE,86626,125680,172566,173049,165021,165021,159544,164490,167146,167146,86626,125680,144565,144565,159433,159433,161531,162028,35000
408,KUCPSF,"KRU COLLEGE OF PHARMACEUTICAL
SCIS& RESEARCH-SELF FINANCE",SF,AU,KRI,"MACHILIPATNA
M",COED,KSUM,2020,PHM,145068,145068,145068,145068,145068,145068,145068,145068,145068,145068,145068,145068,145068,145068,145068,145068,,,35000
409,LBCE,"LAKIREDDY BALIREDDY COLLEGE OF
ENGINEERING",PVT,AU,KRI,MYLAVARAM,COED,JNTUK,1998,AID,22303,22303,63120,75163,119009,170311,40612,59157,39351,42193,38499,38499,27727,27727,47427,47427,22388,26369,69700
410,LBCE,"LAKIREDDY BALIREDDY COLLEGE OF
ENGINEERING",PVT,AU,KRI,MYLAVARAM,COED,JNTUK,1998,ASE,40942,53167,135971,135971,74000,74000,125569,125569,115166,160308,40942,53167,95792,153008,135049,153454,105794,102898,69700
411,LBCE,"LAKIREDDY BALIREDDY COLLEGE OF
ENGINEERING",PVT,AU,KRI,MYLAVARAM,COED,JNTUK,1998,CIV,142571,142571,170135,170135,142571,171202,154520,154520,164868,164868,142571,142571,156348,156348,142571,142571,143854,116207,69700
412,LBCE,"LAKIREDDY BALIREDDY COLLEGE OF
ENGINEERING",PVT,AU,KRI,MYLAVARAM,COED,JNTUK,1998,CSE,19672,22307,36695,86495,87899,87899,33056,33056,28318,28318,32659,67431,26824,31604,30979,35098,21442,17054,69700
413,LBCE,"LAKIREDDY BALIREDDY COLLEGE OF
ENGINEERING",PVT,AU,KRI,MYLAVARAM,COED,JNTUK,1998,CSM,20039,20039,47504,81376,134903,134903,38201,38201,40023,40023,85060,85060,34307,34307,20039,20039,19642,18063,69700
414,LBCE,"LAKIREDDY BALIREDDY COLLEGE OF
ENGINEERING",PVT,AU,KRI,MYLAVARAM,COED,JNTUK,1998,ECE,35208,35208,82070,88114,134198,134198,55394,57520,53660,56354,52444,52444,52357,52357,63804,63804,35943,42237,69700
415,LBCE,"LAKIREDDY BALIREDDY COLLEGE OF
ENGINEERING",PVT,AU,KRI,MYLAVARAM,COED,JNTUK,1998,EEE,88998,88998,171873,171873,90233,159501,127066,127066,150111,150111,116837,116837,100608,100608,108273,135608,105231,110711,69700
416,LBCE,"LAKIREDDY BALIREDDY COLLEGE OF
ENGINEERING",PVT,AU,KRI,MYLAVARAM,COED,JNTUK,1998,INF,29193,29193,64551,70471,171628,171628,47748,47748,38009,42709,29193,103843,36772,36772,43067,43067,25552,20739,69700
417,LBCE,"LAKIREDDY BALIREDDY COLLEGE OF
ENGINEERING",PVT,AU,KRI,MYLAVARAM,COED,JNTUK,1998,MEC,132931,132931,161074,169198,172919,172919,163359,163359,160098,160098,132931,132931,132931,132931,132931,132931,165839,117544,69700
418,LIMT,"LINGAYAS INST OF MGMT AND
TECHNOLOGY",PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2008,AID,117808,153125,167563,167563,136918,153125,134647,153125,153999,153999,117808,153125,152072,153125,117808,153125,120221,154151,35000
419,LIMT,"LINGAYAS INST OF MGMT AND
TECHNOLOGY",PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2008,AIM,129797,129797,138266,138266,129797,129797,129797,129797,129797,129797,129797,129797,148086,148086,129797,129797,,,35000
420,LIMT,"LINGAYAS INST OF MGMT AND
TECHNOLOGY",PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2008,CSE,97079,97079,140421,167526,143031,143031,152246,168015,153330,153330,166242,166242,158474,158474,160329,160329,122588,101411,35000
421,LIMT,"LINGAYAS INST OF MGMT AND
TECHNOLOGY",PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2008,ECE,129252,129252,170647,172865,129252,129252,168676,168676,148906,148906,129252,129252,156161,156161,129252,129252,,,35000
422,MICT,"DVR AND DR.HS MIC COLLEGE OF
TECHNOLOGY",PVT,AU,KRI,"KANCHIKACHER
LA",COED,JNTUK,2002,AID,62105,62105,170611,172466,171416,172134,115893,115893,108833,108833,130000,130000,72767,113502,135941,135941,65864,65134,36100
423,MICT,"DVR AND DR.HS MIC COLLEGE OF
TECHNOLOGY",PVT,AU,KRI,"KANCHIKACHER
LA",COED,JNTUK,2002,AIM,62045,73588,163851,163851,69214,73588,129459,129459,156968,161632,62045,73588,75262,92459,158861,158861,71364,73445,36100
424,MICT,"DVR AND DR.HS MIC COLLEGE OF
TECHNOLOGY",PVT,AU,KRI,"KANCHIKACHER
LA",COED,JNTUK,2002,CIV,111693,111693,123858,123858,111693,111693,111693,111693,123202,123202,111693,111693,111693,111693,111693,111693,,,36100
425,MICT,"DVR AND DR.HS MIC COLLEGE OF
TECHNOLOGY",PVT,AU,KRI,"KANCHIKACHER
LA",COED,JNTUK,2002,CSE,33203,39374,98918,102558,161426,161426,59798,59798,55848,60716,67566,67566,50752,90604,77234,77234,39089,32717,36100
426,MICT,"DVR AND DR.HS MIC COLLEGE OF
TECHNOLOGY",PVT,AU,KRI,"KANCHIKACHER
LA",COED,JNTUK,2002,ECE,73857,78802,161451,171495,169456,172808,120479,120479,113734,165784,73857,78802,88738,112776,126251,126251,73270,80022,36100
427,MICT,"DVR AND DR.HS MIC COLLEGE OF
TECHNOLOGY",PVT,AU,KRI,"KANCHIKACHER
LA",COED,JNTUK,2002,EEE,155879,155879,161994,161994,155879,155879,159464,159464,155879,155879,155879,155879,155879,155879,155879,155879,117808,128016,36100
428,MICT,"DVR AND DR.HS MIC COLLEGE OF
TECHNOLOGY",PVT,AU,KRI,"KANCHIKACHER
LA",COED,JNTUK,2002,INF,51855,51855,131929,159643,141573,141573,81969,81969,89422,89422,51855,51855,66646,66646,94272,136427,47969,49226,36100
429,MICT,"DVR AND DR.HS MIC COLLEGE OF
TECHNOLOGY",PVT,AU,KRI,"KANCHIKACHER
LA",COED,JNTUK,2002,MEC,169131,169163,169131,169163,173554,173554,169163,169163,169169,169169,,,169142,169163,169163,169163,,,36100
430,MIET,"MANDAVA INSTITUTE OF ENGG AND
TECHNOLOGY",PVT,AU,KRI,JAGGAIAHPETA,COED,JNTUK,2007,CIV,160137,162427,173396,173396,171161,171161,160137,162427,160137,162427,160137,162427,160137,162427,160137,162427,,,35000
431,MIET,"MANDAVA INSTITUTE OF ENGG AND
TECHNOLOGY",PVT,AU,KRI,JAGGAIAHPETA,COED,JNTUK,2007,CSE,156414,156414,173490,173490,162514,162514,156414,156414,166478,166478,156414,156414,160872,160872,156414,156414,149868,157100,35000
432,MIET,"MANDAVA INSTITUTE OF ENGG AND
TECHNOLOGY",PVT,AU,KRI,JAGGAIAHPETA,COED,JNTUK,2007,CSM,123627,164078,169788,169788,123627,171553,123627,164078,123627,164078,123627,164078,123627,164078,123627,164078,98777,,35000
433,MIET,"MANDAVA INSTITUTE OF ENGG AND
TECHNOLOGY",PVT,AU,KRI,JAGGAIAHPETA,COED,JNTUK,2007,ECE,158021,158021,171744,171744,158021,172306,158021,158021,158021,158021,158021,158021,158021,158021,158021,158021,162148,,35000
434,MVRS,"M.V.R.COLL OF ENGINEERING AND
TECHNOLOGY",PVT,AU,KRI,PARITALA,COED,JNTUK,2008,AID,67166,85784,169671,169671,170358,170358,138969,138969,131332,160589,131143,131143,117251,117251,118479,151106,91424,159115,35000
435,MVRS,"M.V.R.COLL OF ENGINEERING AND
TECHNOLOGY",PVT,AU,KRI,PARITALA,COED,JNTUK,2008,CAI,102047,102047,173178,173178,172019,172019,152273,152273,143112,143112,124909,124909,115854,115854,111754,156344,102107,96740,35000
436,MVRS,"M.V.R.COLL OF ENGINEERING AND
TECHNOLOGY",PVT,AU,KRI,PARITALA,COED,JNTUK,2008,CIV,155244,163861,167161,167161,155244,163861,155244,163861,155244,163861,155244,163861,155244,163861,155244,163861,,163936,35000
437,MVRS,"M.V.R.COLL OF ENGINEERING AND
TECHNOLOGY",PVT,AU,KRI,PARITALA,COED,JNTUK,2008,CSE,69827,69827,173362,173362,149703,152946,126430,126430,116997,164373,69827,69827,96992,124677,125043,159370,91038,76262,35000
438,MVRS,"M.V.R.COLL OF ENGINEERING AND
TECHNOLOGY",PVT,AU,KRI,PARITALA,COED,JNTUK,2008,ECE,110802,142452,173058,173058,171012,171012,142170,149659,152642,157743,110802,142452,160059,165344,163199,163199,126311,141838,35000
439,MVRS,"M.V.R.COLL OF ENGINEERING AND
TECHNOLOGY",PVT,AU,KRI,PARITALA,COED,JNTUK,2008,MEC,167340,167340,169326,169326,167340,167340,167340,167340,167340,167340,167340,167340,167340,167340,167340,167340,,156660,35000
440,NRIA,NRI INSTITUTE OF TECHNOLOGY,PVT,AU,KRI,AGIRIPALLY,COED,JNTUK,2008,AIM,57229,69845,169781,171248,113864,113864,121622,123480,123954,125300,73937,73937,96234,96234,132406,151438,68940,62395,42500
441,NRIA,NRI INSTITUTE OF TECHNOLOGY,PVT,AU,KRI,AGIRIPALLY,COED,JNTUK,2008,CIV,120589,120589,120589,172576,120589,120589,120589,120589,160363,160363,120589,120589,120589,120589,120589,120589,100222,,42500
442,NRIA,NRI INSTITUTE OF TECHNOLOGY,PVT,AU,KRI,AGIRIPALLY,COED,JNTUK,2008,CSD,48409,48409,169191,171390,171926,171926,102383,102383,93668,93668,67433,84187,64997,71762,65410,91696,45755,50131,42500
443,NRIA,NRI INSTITUTE OF TECHNOLOGY,PVT,AU,KRI,AGIRIPALLY,COED,JNTUK,2008,CSE,25128,31661,78215,78215,148574,148574,41933,47052,61581,61581,53875,53875,37080,37080,58799,67138,25008,29388,42500
444,NRIA,NRI INSTITUTE OF TECHNOLOGY,PVT,AU,KRI,AGIRIPALLY,COED,JNTUK,2008,CSER,91424,91424,105543,169550,91424,91424,121750,161475,163991,163991,91424,91424,109737,111206,157182,157182,129380,133399,42500
445,NRIA,NRI INSTITUTE OF TECHNOLOGY,PVT,AU,KRI,AGIRIPALLY,COED,JNTUK,2008,CSM,47126,56973,144832,167130,52525,56973,98092,98092,96336,100420,47126,56973,68721,68721,105247,143472,46749,57184,42500
446,NRIA,NRI INSTITUTE OF TECHNOLOGY,PVT,AU,KRI,AGIRIPALLY,COED,JNTUK,2008,ECE,61613,61613,141553,172067,166906,172908,113130,151927,109928,109928,75535,77234,81007,81007,163991,163991,62957,61523,42500
447,NRIA,NRI INSTITUTE OF TECHNOLOGY,PVT,AU,KRI,AGIRIPALLY,COED,JNTUK,2008,EEE,154679,154679,154679,154679,154679,154679,164829,164829,165625,167401,154679,154679,154679,166394,154679,154679,117749,141519,42500
448,NRIA,NRI INSTITUTE OF TECHNOLOGY,PVT,AU,KRI,AGIRIPALLY,COED,JNTUK,2008,INF,39234,45029,141861,170416,167758,172229,90352,101093,92095,94283,54335,54335,58645,84680,39234,94354,42757,37585,42500
449,NRIA,NRI INSTITUTE OF TECHNOLOGY,PVT,AU,KRI,AGIRIPALLY,COED,JNTUK,2008,MEC,169131,169163,173540,173558,173554,173554,169163,169163,169169,169169,,,169131,169163,169163,169163,,,42500
450,PPDV,"PALADUGU PARVATHI DEVI COLLEGE
OF ENGG AND TECH",PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2008,CSE,169131,169163,169131,169163,173554,173554,169163,169163,169131,169163,,,169131,169163,169131,169163,159819,,35000
451,PPDV,"PALADUGU PARVATHI DEVI COLLEGE
OF ENGG AND TECH",PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2008,ECE,126471,126471,126471,126471,126471,126471,126471,126471,126471,126471,126471,126471,126471,126471,126471,126471,,112828,35000
452,PPDV,"PALADUGU PARVATHI DEVI COLLEGE
OF ENGG AND TECH",PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2008,MEC,169131,169163,169867,169867,173554,173554,169163,169163,169169,169169,,,169142,169163,169163,169163,,,35000
453,PPSV,"PRASAD V POTLURI SIDDHARTHA
INSTT OF TECHNOLOGY",PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,1998,CIV,131002,157393,138954,171270,131002,157393,131002,157393,161074,161074,131002,157393,131002,157393,131002,157393,125409,,70000
454,PPSV,"PRASAD V POTLURI SIDDHARTHA
INSTT OF TECHNOLOGY",PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,1998,CSD,12623,15394,54408,54408,129235,129235,27664,27664,12623,27380,12623,15394,20657,20657,30207,30207,12516,11438,70000
455,PPSV,"PRASAD V POTLURI SIDDHARTHA
INSTT OF TECHNOLOGY",PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,1998,CSE,11716,11716,30113,39039,92797,108802,15135,18215,14622,25027,16517,16517,11716,13400,21919,21919,13991,10408,70000
456,PPSV,"PRASAD V POTLURI SIDDHARTHA
INSTT OF TECHNOLOGY",PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,1998,CSM,13514,13514,45193,45193,166942,166942,19070,35089,25639,25639,67971,67971,13514,20599,23974,34052,11306,11938,70000
457,PPSV,"PRASAD V POTLURI SIDDHARTHA
INSTT OF TECHNOLOGY",PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,1998,ECE,21480,26148,66469,74740,159472,169842,43578,43578,35136,35136,38073,38073,47281,56680,52986,52986,38521,31710,70000
458,PPSV,"PRASAD V POTLURI SIDDHARTHA
INSTT OF TECHNOLOGY",PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,1998,EEE,58681,58681,169246,169246,95525,95525,149774,149774,134616,134616,58681,92949,98680,98680,58681,58681,96251,67345,70000
459,PPSV,"PRASAD V POTLURI SIDDHARTHA
INSTT OF TECHNOLOGY",PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,1998,INF,16732,18705,47748,48583,139961,170813,30383,32336,26389,26389,16732,70982,21845,24295,33184,33184,19153,19585,70000
460,PPSV,"PRASAD V POTLURI SIDDHARTHA
INSTT OF TECHNOLOGY",PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,1998,MEC,130348,130348,145148,160272,145285,165103,162817,162817,162846,162846,130348,130348,165282,165282,161531,164648,137963,167051,70000
461,PSCV,"POTTI SRIRAMULU COLLEGE OF ENGG
AND TECHNOLOGY",PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2008,CAI,87029,87029,102869,170180,87029,95287,160353,160353,121519,141585,87029,87029,87029,87029,140970,140970,102480,67151,41500
462,PSCV,"POTTI SRIRAMULU COLLEGE OF ENGG
AND TECHNOLOGY",PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2008,CIC,103661,103661,131566,171514,171353,171353,163861,167595,166202,166749,103661,103661,109308,109308,103661,103661,105446,94887,41500
463,PSCV,"POTTI SRIRAMULU COLLEGE OF ENGG
AND TECHNOLOGY",PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2008,CSD,75517,78427,170719,170719,77639,78427,150610,150610,111874,111874,115496,115496,83579,83579,75517,144419,76247,75597,41500
464,PSCV,"POTTI SRIRAMULU COLLEGE OF ENGG
AND TECHNOLOGY",PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2008,CSE,48393,48393,156995,156995,160981,160981,126845,126845,134524,134524,82532,82532,57137,57137,91256,91256,75995,46099,41500
465,PSCV,"POTTI SRIRAMULU COLLEGE OF ENGG
AND TECHNOLOGY",PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2008,CSM,64589,77659,172210,172210,116774,116774,162274,162274,97557,97557,64589,129380,81452,81452,141676,143847,96057,55621,41500
466,PSCV,"POTTI SRIRAMULU COLLEGE OF ENGG
AND TECHNOLOGY",PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2008,CSO,85763,85763,169820,169820,90233,172514,144623,144623,153128,168450,85763,115956,130732,130732,150588,168159,91686,107081,41500
467,PSCV,"POTTI SRIRAMULU COLLEGE OF ENGG
AND TECHNOLOGY",PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2008,ECE,113473,114608,172419,172419,138919,138919,146989,147269,161884,167395,113473,125714,168396,168976,161957,168585,118292,126086,41500
468,PSCV,"POTTI SRIRAMULU COLLEGE OF ENGG
AND TECHNOLOGY",PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2008,EEE,168478,168478,168478,168478,168478,168478,168478,168478,168478,168478,168478,168478,168478,168478,168478,168478,155760,159249,41500
469,RKCE,R.K.COLLEGE OF ENGINEERING,PVT,AU,KRI,"IBRAHIMPATNA
M",COED,JNTUK,2008,AIM,79509,107942,171904,171904,138779,138779,160469,161171,146558,160032,79509,107942,149891,170902,139427,139427,111206,102924,35000
470,RKCE,R.K.COLLEGE OF ENGINEERING,PVT,AU,KRI,"IBRAHIMPATNA
M",COED,JNTUK,2008,CIV,169131,169163,173540,173558,173554,173554,169131,169163,169169,169169,,,169142,169163,169163,169163,,,35000
471,RKCE,R.K.COLLEGE OF ENGINEERING,PVT,AU,KRI,"IBRAHIMPATNA
M",COED,JNTUK,2008,CSD,140816,140816,170676,170676,140816,140816,165625,167310,167303,168396,140816,140816,160013,160013,164388,164388,126091,130500,35000
472,RKCE,R.K.COLLEGE OF ENGINEERING,PVT,AU,KRI,"IBRAHIMPATNA
M",COED,JNTUK,2008,CSE,112567,112567,172772,172772,161195,172518,135555,154607,163899,163899,167781,167781,144401,144401,160727,160727,160164,104346,35000
473,RKCE,R.K.COLLEGE OF ENGINEERING,PVT,AU,KRI,"IBRAHIMPATNA
M",COED,JNTUK,2008,ECE,128495,128495,172129,172238,157751,168582,151278,160708,167113,167113,128495,128495,163831,163831,128495,149824,108794,165193,35000
474,RKCE,R.K.COLLEGE OF ENGINEERING,PVT,AU,KRI,"IBRAHIMPATNA
M",COED,JNTUK,2008,EEE,169131,169163,173540,173540,173554,173554,169163,169163,169169,169169,,,169142,169163,169163,169163,,,35000
475,RKCE,R.K.COLLEGE OF ENGINEERING,PVT,AU,KRI,"IBRAHIMPATNA
M",COED,JNTUK,2008,MEC,87972,87972,87972,87972,163771,163771,87972,87972,87972,87972,87972,87972,87972,87972,87972,87972,,,35000
476,SIEN,"SRI SARATHI INSTITUTE OF ENGG.
AND TECHNOLOGY",PVT,AU,KRI,NUZVID,COED,JNTUK,1998,AID,155113,155113,173032,173500,155113,164224,162370,162370,167781,167781,155113,155113,164528,164528,164149,164149,138376,,35000
477,SIEN,"SRI SARATHI INSTITUTE OF ENGG.
AND TECHNOLOGY",PVT,AU,KRI,NUZVID,COED,JNTUK,1998,CSE,120906,139588,169891,169891,173047,173047,156551,156551,157306,157306,168943,168943,144641,148086,122204,139588,162986,148603,35000
478,SIEN,"SRI SARATHI INSTITUTE OF ENGG.
AND TECHNOLOGY",PVT,AU,KRI,NUZVID,COED,JNTUK,1998,ECE,99580,102358,152486,152486,99580,102358,121366,121366,99580,102358,99580,102358,121928,121928,99580,102358,,,35000
479,SRKI,S R K INST. OF TECHNOLOGY,PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2007,CIV,169131,169131,169131,169131,173554,173554,169163,169163,169169,169169,,169131,169142,169142,169163,169163,,,35000
480,SRKI,S R K INST. OF TECHNOLOGY,PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2007,CSD,66256,86871,158743,158743,169770,169770,118637,140839,122676,122676,75334,86871,94833,94833,156134,156134,78705,65607,35000
481,SRKI,S R K INST. OF TECHNOLOGY,PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2007,CSE,56402,56402,162893,162893,169872,169872,85445,85445,75675,75675,89039,89039,90233,107831,56402,82022,66137,37835,35000
482,SRKI,S R K INST. OF TECHNOLOGY,PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2007,CSM,50848,50848,169903,169903,50848,52754,135173,135173,85249,85249,50848,50848,76099,86786,127070,127070,72661,100730,35000
483,SRKI,S R K INST. OF TECHNOLOGY,PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2007,ECE,111643,111643,170262,170262,173089,173089,160681,160681,155406,155406,111643,153502,121812,121812,146335,160448,130283,85962,35000
484,SRKI,S R K INST. OF TECHNOLOGY,PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2007,EEE,161884,161884,169464,169464,161884,161884,161884,161884,161884,161884,161884,161884,161884,161884,161884,161884,,,35000
485,SRKI,S R K INST. OF TECHNOLOGY,PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2007,INF,69009,69265,101093,172256,81550,82325,166614,166614,110233,110233,114584,114584,105673,105673,158462,158462,45968,63647,35000
486,SRKI,S R K INST. OF TECHNOLOGY,PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2007,MEC,169131,169131,173540,173540,173554,173554,169163,169163,169131,169131,,169131,169142,169142,169163,169163,147982,,35000
487,SVET,"SRI VASAVI INSTT OF ENGINEERING
AND TECHNOLOGY",PVT,AU,KRI,PEDANA,COED,JNTUK,2008,CSE,104459,104459,171958,171958,145414,145414,130333,130333,122981,122981,104459,104459,166697,166697,108335,108335,129230,76692,35000
488,SVET,"SRI VASAVI INSTT OF ENGINEERING
AND TECHNOLOGY",PVT,AU,KRI,PEDANA,COED,JNTUK,2008,CSM,79820,80873,89561,89561,89615,89615,156257,156257,136508,139290,79820,80873,149868,149868,141614,167687,89866,92655,35000
489,SVET,"SRI VASAVI INSTT OF ENGINEERING
AND TECHNOLOGY",PVT,AU,KRI,PEDANA,COED,JNTUK,2008,ECE,99981,118949,171902,171902,147529,147529,162246,162246,168784,168784,99981,118949,166296,166296,165738,165738,135809,140428,35000
490,SVHE,"D M S S V H COLLEGE OF
ENGINEERING",PVT,AU,KRI,"MACHILIPATNA
M",COED,JNTUK,1980,CSE,120016,168998,172979,172979,134407,168998,163586,168998,168806,168998,120016,168998,160905,168998,120016,168998,103387,112626,35000
491,SVHE,"D M S S V H COLLEGE OF
ENGINEERING",PVT,AU,KRI,"MACHILIPATNA
M",COED,JNTUK,1980,ECE,114899,114899,152915,152915,114899,114899,114899,114899,114899,119558,114899,114899,114899,114899,114899,114899,161848,,35000
492,URCE,"USHA RAMA COLL OF ENGG AND
TECHNOLOGY",PVT,AU,KRI,TELAPROLU,COED,JNTUK,2008,AID,75309,93633,172540,172540,91923,93633,99097,99097,102383,102383,75309,93633,80854,93633,76962,117994,72232,73575,35000
493,URCE,"USHA RAMA COLL OF ENGG AND
TECHNOLOGY",PVT,AU,KRI,TELAPROLU,COED,JNTUK,2008,AIM,80283,80283,172610,172610,80283,80283,127169,127169,120176,121345,148151,148151,85877,113130,80283,117131,66326,106617,35000
494,URCE,"USHA RAMA COLL OF ENGG AND
TECHNOLOGY",PVT,AU,KRI,TELAPROLU,COED,JNTUK,2008,CSE,43334,55424,114014,172269,125333,125333,69596,69596,68340,112172,43334,55424,89730,89730,105314,105314,54685,44508,35000
495,URCE,"USHA RAMA COLL OF ENGG AND
TECHNOLOGY",PVT,AU,KRI,TELAPROLU,COED,JNTUK,2008,ECE,100420,100444,172408,172564,101328,101328,140322,151326,149839,150410,101399,102443,108206,108206,155069,157283,118162,114410,35000
496,URCE,"USHA RAMA COLL OF ENGG AND
TECHNOLOGY",PVT,AU,KRI,TELAPROLU,COED,JNTUK,2008,EEE,136130,136130,156891,156891,136130,136130,157312,157312,163991,163991,149020,149020,165904,165904,153330,153330,167310,104094,35000
497,URCE,"USHA RAMA COLL OF ENGG AND
TECHNOLOGY",PVT,AU,KRI,TELAPROLU,COED,JNTUK,2008,INF,62168,64181,173281,173351,128719,168005,93101,100505,109902,109902,148140,148140,64245,77489,135691,135691,65545,131739,35000
498,URCE,"USHA RAMA COLL OF ENGG AND
TECHNOLOGY",PVT,AU,KRI,TELAPROLU,COED,JNTUK,2008,MEC,133104,133104,170706,170706,147039,147039,152915,152915,133104,133104,133104,133104,149048,159272,133104,133104,149967,,35000
499,VCTN,"VIKAS COLLEGE OF ENGINEERING
AND TECHNOLOGY",PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2008,CSD,76671,150330,165223,165223,76671,150330,76671,150330,155417,155417,76671,150330,76671,150330,76671,158502,168426,,35000
500,VCTN,"VIKAS COLLEGE OF ENGINEERING
AND TECHNOLOGY",PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2008,CSE,134784,134784,169188,169188,165551,165551,166511,166511,151025,151025,166614,166614,134784,135147,166248,166248,96809,165902,35000
501,VCTN,"VIKAS COLLEGE OF ENGINEERING
AND TECHNOLOGY",PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2008,CSM,162846,172559,173095,173095,162846,172559,162846,172559,162846,172559,162846,172559,162846,172559,162846,172559,152380,,35000
502,VCTN,"VIKAS COLLEGE OF ENGINEERING
AND TECHNOLOGY",PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2008,ECE,93913,146422,143309,149546,145767,146422,93913,146422,95468,153779,93913,146422,165992,165992,93913,146422,112626,,35000
503,VGTN,VIKAS GROUP OF INSTITUTIONS,PVT,AU,KRI,"VIJAYAWADA
RURAL",COED,JNTUK,2010,CSD,124909,124909,124909,124909,124909,124909,124909,124909,124909,124909,124909,124909,128178,128178,124909,124909,,,35000
504,VGTN,VIKAS GROUP OF INSTITUTIONS,PVT,AU,KRI,"VIJAYAWADA
RURAL",COED,JNTUK,2010,CSE,130843,167066,171454,173361,130843,167066,156791,167066,151418,167066,144885,167066,161515,167066,154040,167066,167919,117994,35000
